Male,Taxable,b. 18 - 24,"q. $100,001 to $150,000","d. $80,001 to $180,000","9,630","9,630","1,138,008,264","9,630","304,011,592","9,518","22,479,209","2,315","2,860,210","9,528","25,330,301","9,630","325,867,662","1,267","9,566,573","9,047","904,107,761","8,876","272,588,858","3,033","17,893,321",362,"2,116,207",857,"6,625,211",105,"315,503",1,208,8,"4,873",7,"247,311","7,094","4,718,626",279,"184,755",889,"4,539,287",887,"1,944,169","9,630","1,181,340,998","4,261","14,892,732","1,800","5,067,529","7,108","2,497,547",708,"1,608,111","7,252","15,151,577","8,168","39,217,496",402,"192,699",97,"90,252",58,"91,509","2,882","806,161","5,397","1,367,287","8,533","43,246,024",258,"3,236,765",896,"3,163,186",203,"15,488,122","2,352","175,077,354","1,358","26,437,513",113,"3,785,190",10,"88,661",73,"618,803",535,"16,168,129",534,"4,724,124",598,"30,665,161",186,"1,314,171",444,"3,270,800",424,"2,443,133",409,"605,096",756,"11,618,600",740,"8,688,818",362,"1,144,350",774,"6,100,095",130,"775,746",649,"-5,090,409",781,"-4,314,663",203,"867,376",61,"461,678",36,"723,902",484,"748,229",496,"56,028,200",479,"31,262,036",517,"24,396,602",421,"6,981,243",1,51,515,"379,859",0,0,"1,025","1,143,038","1,266","22,408,936",0,0,55,"163,555","6,951","3,240","1,291,220",975,"163,727","2,126","542,784"
Male,Taxable,b. 18 - 24,"r. $150,001 to $180,000","d. $80,001 to $180,000","3,032","3,032","512,917,257","3,032","152,777,032","3,022","10,217,954",476,"945,800","3,022","11,162,249","3,032","162,333,290",639,"5,437,391","2,620","203,175,690","2,455","61,882,570",590,"3,420,245",100,"890,729",235,"3,273,607",44,"192,204",0,0,1,"2,782",0,0,"2,274","1,755,109",134,"74,841",439,"4,683,624",437,"1,992,945","3,032","521,112,447",651,"2,033,385",276,"623,260","1,335","389,711",164,"358,847","1,605","3,097,044","1,929","6,502,247",80,"53,347",31,"44,570",22,"11,241",576,"245,582","1,098","449,517","2,215","8,195,197",62,"1,019,548",181,"1,364,065",124,"9,893,218","1,932","261,068,012","1,231","42,625,328",29,"1,112,132",1,"7,124",17,"60,328",308,"18,752,886",308,"5,980,915",339,"35,981,188",90,"814,308",298,"3,418,288",286,"2,690,030",259,"440,391",215,"3,915,924",198,"2,783,497",90,"317,775",221,"1,986,318",52,"592,025",170,"-1,763,691",222,"-1,171,666",127,"104,642",35,"386,570",31,"644,932",103,"243,761",145,"16,770,327",118,"9,591,403",151,"7,160,005",126,"2,146,998",1,417,185,"142,301",0,0,265,"507,591",643,"7,833,899",0,0,11,"44,053","2,682",677,"315,805",52,"11,172",590,"253,169"
Male,Taxable,b. 18 - 24,"s. $180,001 to $250,000","e. $180,000 or more","1,843","1,843","365,863,374","1,843","115,345,493","1,837","7,287,512",254,"561,545","1,837","7,845,427","1,843","121,912,089",376,"3,268,262","1,613","150,438,108","1,499","50,236,553",329,"2,692,943",65,"585,650",190,"2,965,936",31,"128,538",1,"9,736",1,807,1,"242,627","1,450","1,349,281",80,"33,508",270,"2,765,287",269,"1,184,900","1,843","372,273,381",391,"1,238,348",193,"428,916",792,"240,963",92,"183,403",990,"2,821,065","1,174","4,912,695",39,"20,030",23,"34,084",25,"40,612",358,"172,931",674,"307,212","1,322","6,403,636",70,"1,346,533",120,"810,448",78,"6,289,199","1,129","169,709,469",719,"27,451,389",23,"1,265,635",1,"5,452",13,"73,686",290,"20,519,188",290,"6,855,701",308,"39,728,167",52,"937,138",200,"2,485,898",194,"1,673,702",185,"557,555",133,"2,821,014",127,"1,994,262",71,"279,145",138,"1,530,011",30,"339,702",110,"-1,322,106",140,"-982,404",76,"304,577",31,"231,813",19,"497,903",59,"168,169",88,"12,117,574",75,"5,394,949",95,"6,346,811",78,"2,162,543",1,121,90,"68,240",0,0,138,"746,205",379,"4,342,389",0,0,5,"22,630","1,686",432,"213,089",45,"7,604",394,"175,940"
Male,Taxable,b. 18 - 24,"t. $250,001 to $500,000","e. $180,000 or more",473,473,"146,442,926",473,"52,594,261",472,"2,916,508",50,"197,343",473,"3,106,413",473,"55,450,854",101,"912,661",412,"62,230,679",392,"23,646,242",68,"505,996",6,"54,102",19,"353,891",9,"41,599",0,0,0,0,0,0,376,"507,988",26,"53,333",73,"1,840,259",73,"788,662",473,"151,163,696",147,"689,523",94,"209,908",202,"67,844",12,"39,755",260,"2,576,315",302,"3,583,345",9,"6,502",10,"41,371",7,"23,355",120,"96,033",212,"143,572",355,"4,369,785",72,"2,016,994",23,"259,204",29,"5,874,051",268,"56,281,729",169,"10,434,220",1,"1,072",2,"131,455",3,"13,035",93,"11,859,862",93,"4,775,033",105,"23,681,022",25,"296,890",69,"1,558,901",65,"625,655",63,"236,596",67,"1,507,179",67,"1,358,639",34,"162,717",71,"651,001",10,"51,489",62,"-716,667",72,"-665,178",36,"72,407",13,"100,102",8,"206,000",10,"19,607",46,"9,956,771",33,"3,764,774",48,"6,605,528",43,"2,433,705",0,0,32,"25,237",0,0,18,"567,351",99,"928,162",0,0,5,"33,303",436,133,"90,472",0,0,129,"84,511"
Male,Taxable,b. 18 - 24,"u. $500,001 to $1,000,000","e. $180,000 or more",53,53,"34,335,763",53,"13,935,026",52,"676,475",1,"9,300",51,"673,508",53,"14,009,798",10,"123,762",42,"8,319,386",36,"3,272,576",9,"18,346",0,0,0,0,0,0,0,0,0,0,0,0,44,"61,723",4,"1,992",12,"16,988",12,"7,279",53,"34,828,891",8,"49,606",6,"40,400",13,"3,933",1,"2,635",17,"241,800",20,"338,374",2,"2,658",3,"9,318",2,"4,134",9,"32,732",14,"24,585",33,"493,128",5,"138,327",4,"47,423",2,"716,094",30,"11,858,517",23,"2,395,021",0,0,0,0,1,"5,246",24,"9,602,207",24,"3,995,745",24,"19,149,046",1,541,15,"2,582,250",14,"2,573,176",16,"799,246",9,"310,249",9,"377,554",5,"12,505",9,"172,564",1,"3,383",8,"-255,757",9,"-252,374",4,441,3,"58,739",2,"60,000",5,"21,327",5,"1,010,428",4,"375,935",5,"633,691",5,"134,124",0,0,2,"1,055",0,0,2,"292,552",15,"156,310",0,0,0,0,52,16,"8,804",0,0,15,"7,665"
Male,Taxable,b. 18 - 24,"v. $1,000,001 or more","e. $180,000 or more",17,17,"41,589,469",17,"18,218,861",17,"831,789",0,0,17,"829,398",17,"13,162,363",2,"6,029",9,"2,835,163",7,"1,211,781",2,276,0,0,0,0,0,0,0,0,0,0,0,0,13,"58,106",4,"174,800",5,"235,222",5,"100,809",17,"41,781,470",2,"15,869",1,"29,488",5,"2,615",0,0,4,"98,753",6,"146,725",0,0,0,0,0,0,0,0,7,"15,276",9,"192,001",1,"48,294",0,0,0,0,7,"6,573,410",3,"622,170",0,0,0,0,0,0,8,"12,295,180",8,"5,827,381",8,"22,088,630",1,"42,886",7,"18,376,120",7,"16,661,002",6,"6,658,544",1,"38,714",1,"23,325",0,0,1,"15,509",0,0,1,-120,1,-120,0,0,0,0,1,"30,000",0,0,2,"1,360,168",2,"229,877",2,"1,130,291",2,"517,650",0,0,0,0,0,0,0,0,1,"1,302",0,0,0,0,17,1,846,0,0,1,846
Male,Taxable,c. 25 - 29,"a. $6,000 or less","a. $18,200 or less",870,870,"1,994,452",870,"634,993",23,920,2,21,24,941,870,"624,016",6,"32,375",456,"1,433,547",416,"449,342",36,"35,654",0,0,4,"12,282",1,259,0,0,3,"14,165",0,0,24,"16,598",3,560,5,"3,782",5,"1,620",868,"2,250,890",12,"17,365",14,"12,767",46,"15,720",4,"6,450",104,"85,235",137,"137,537",5,"3,970",1,994,0,0,31,"22,515",118,"51,635",255,"222,789",14,"207,089",19,"18,604",2,"5,228",141,"96,051",3,"1,354",10,"24,579",1,"26,624",5,"32,951",100,"80,725",100,"25,529",112,"156,990",30,"377,961",4,"1,089",4,"1,089",3,152,158,"2,913,317",123,"1,174,865",57,"190,519",158,"1,203,361",144,"414,326",14,"-69,754",158,"344,572",7,"1,628",7,"10,016",0,0,8,"6,138",70,"1,210,164",61,"1,092,904",71,"90,844",64,"42,588",0,0,10,367,32,"10,633",7,368,219,"5,906,168",0,0,0,0,84,46,"13,317",19,"6,328",0,0
Male,Taxable,c. 25 - 29,"b. $6,001 to $10,000","a. $18,200 or less",286,286,"2,284,696",285,"715,305",6,979,1,175,7,"1,154",286,"704,589",0,0,196,"1,617,668",190,"385,496",21,"77,237",1,"3,742",2,"32,128",0,0,0,0,1,261,0,0,9,"4,125",0,0,1,24,1,10,286,"2,339,094",9,"6,432",7,"3,931",27,"7,398",2,590,39,"13,662",56,"32,013",1,"1,574",0,0,0,0,13,"2,368",35,"13,930",85,"52,625",10,"210,829",10,"4,799",5,"69,910",14,"33,314",1,387,4,"31,394",0,0,0,0,11,"49,705",11,"15,888",13,"78,463",12,"106,944",0,0,0,0,0,0,53,"1,234,312",31,"409,177",23,"70,063",53,"527,848",45,"348,543",8,"-121,319",53,"227,224",5,906,0,0,0,0,1,"2,740",26,"1,290,285",24,"1,124,581",26,"154,922",25,"55,278",0,0,11,723,13,"5,785",1,6,32,"734,110",0,0,0,0,22,12,"3,270",6,"3,118",1,28
Male,Taxable,c. 25 - 29,"c. $10,001 to $18,200","a. $18,200 or less",539,539,"8,048,671",537,"1,708,697",8,"1,922",2,876,10,"2,797",539,"1,617,777",3,"14,885",410,"6,249,293",400,"1,431,514",65,"439,954",1,700,4,"1,693",4,"6,536",0,0,1,185,0,0,82,"35,899",5,"1,633",15,"20,096",15,"8,568",539,"8,321,189",22,"28,322",17,"17,069",79,"18,422",6,"7,690",133,"60,653",174,"132,156",5,"2,860",2,"3,457",0,0,17,"9,086",80,"21,219",219,"195,580",9,"272,996",15,"9,082",21,"451,413",26,"125,579",3,674,4,"24,078",0,0,0,0,10,"95,090",10,"30,429",10,"275,346",10,"75,781",3,"11,204",2,13,2,2,58,"1,636,494",33,"381,739",21,"100,568",57,"628,317",48,"628,853",10,"-102,983",58,"525,870",4,791,1,57,1,"25,000",1,"1,802",34,"4,898,008",30,"4,476,715",33,"400,873",32,"86,132",0,0,26,"2,116",187,"83,215",3,"2,329",39,"934,940",0,0,0,0,49,33,"10,801",10,"2,925",2,9
Male,Taxable,c. 25 - 29,"d. $18,201 to $25,000","b. $18,201 to $37,000","37,209","37,209","844,532,511","37,188","34,001,879","23,576","4,173,355",3,679,"23,576","4,171,822","37,209","19,621,641",38,"97,569","32,621","685,556,541","31,991","96,483,189","5,058","10,662,852",236,"666,541",521,"1,050,180","9,009","61,557,877",1,159,19,"116,047",23,"284,230","16,505","4,470,228",300,"225,770","1,128","1,100,574","1,127","468,453","37,209","890,333,239","7,180","16,356,303","2,683","2,963,484","19,025","5,637,546","1,529","3,883,961","17,411","11,402,229","24,580","40,243,523",230,"105,881",230,"325,841",59,"34,984","5,560","1,304,006","11,095","2,099,588","26,750","45,297,849",474,"9,045,042",846,"1,069,870",135,"1,159,589","1,100","12,531,067",230,"242,878","1,269","13,771,077",18,"61,008",282,"1,796,327",297,"903,214",251,"20,934",373,"2,013,511",313,"3,194,076",269,"1,234,239",203,"418,885",208,"25,651","1,162","19,998,489","1,030","13,390,589",456,"1,776,353","1,164","9,842,027",327,"2,486,359",848,"-7,496,839","1,177","-5,010,480",287,"1,380,125",113,"647,562",46,"277,836",554,"903,061","6,339","236,001,127","5,867","142,352,130","6,371","92,478,924","5,915","2,108,361",4,"1,573","3,846","125,828","36,010","15,662,803",9,"3,277","9,216","264,972,928",2,"3,182",266,"1,233,133","7,438","5,881","2,138,266","1,168","215,645",363,"3,516"
Male,Taxable,c. 25 - 29,"e. $25,001 to $30,000","b. $18,201 to $37,000","39,689","39,689","1,091,796,815","39,663","71,217,159","30,926","15,988,306",7,"2,554","30,926","15,982,541","39,689","66,687,045",96,"272,211","35,724","937,078,683","35,364","140,140,968","6,232","11,561,651",303,"1,034,702",705,"1,391,154","9,733","58,186,350",3,"16,700",28,"81,554",35,"714,286","18,719","5,346,779",347,"107,233","1,328","1,398,562","1,320","596,900","39,689","1,154,687,275","9,788","23,203,520","3,569","3,870,939","23,274","7,359,684","2,177","4,909,164","21,070","16,272,036","28,886","55,615,343",321,"144,324",261,"218,469",73,"79,338","7,703","1,873,338","14,236","2,695,579","31,153","62,265,738",689,"14,005,702",965,"1,257,694",125,"1,633,145","1,267","16,241,767",308,"449,098","1,346","16,982,375",16,"42,750",319,"1,750,208",355,"1,183,563",354,"85,573",437,"2,588,712",355,"4,573,819",371,"1,682,209",273,"369,090",328,"105,349","1,365","23,280,990","1,280","17,050,860",572,"2,282,717","1,375","11,954,490",310,"2,037,603","1,075","-10,044,680","1,386","-8,007,077",331,"1,233,058",117,"736,394",49,"217,529",713,"1,408,970","6,165","258,728,234","5,806","156,119,833","6,198","101,260,805","5,631","6,336,470",1,622,"4,012","257,659","39,560","17,582,959",16,"6,183","10,733","307,174,410",4,"10,570",415,"2,088,122","8,957","7,173","2,623,818","1,399","258,130",483,"6,040"
Male,Taxable,c. 25 - 29,"f. $30,001 to $37,000","b. $18,201 to $37,000","60,600","60,600","2,037,650,697","60,564","178,469,885","49,726","32,643,615",10,"3,403","49,726","32,640,408","60,600","180,796,714",265,"806,325","55,254","1,826,922,476","54,834","292,535,734","11,141","27,933,256",580,"1,819,899","1,176","2,473,803","10,935","51,173,880",197,"1,993,838",25,"117,193",32,"579,570","30,224","8,219,101",588,"368,497","2,326","2,551,007","2,314","1,090,175","60,600","2,158,455,308","18,428","47,016,624","6,215","7,738,039","38,809","12,738,701","4,136","8,928,330","35,544","32,471,509","46,828","108,893,203",658,"288,345",490,"305,432",153,"187,144","13,660","3,190,771","24,796","4,717,521","50,077","120,101,680","1,346","28,039,994","1,599","3,606,106",178,"2,210,658","2,175","35,709,197",578,"1,233,238","1,985","29,847,890",29,"164,946",524,"3,507,618",599,"2,362,347",599,"222,180",765,"5,725,615",647,"5,662,805",613,"2,904,907",463,"967,497",531,"221,745","2,503","39,690,596","2,398","30,148,532","1,063","3,609,321","2,519","20,173,728",527,"2,398,008","2,000","-16,638,994","2,533","-14,240,986",556,"2,234,850",192,"1,145,512",103,"570,899","1,364","1,911,573","8,652","411,655,120","8,189","243,544,866","8,718","165,326,594","7,857","14,756,091",2,295,"5,760","577,379","60,490","26,916,916",19,"5,339","16,003","453,185,401",9,"30,388","1,079","5,904,748","15,690","12,919","4,807,102","2,435","453,436",888,"10,571"
Male,Taxable,c. 25 - 29,"g. $37,001 to $40,000","c. $37,001 to $80,000","29,236","29,236","1,125,785,307","29,226","119,075,480","25,493","18,888,733",14,"6,077","25,494","18,893,104","29,236","124,323,426",205,"613,064","27,123","1,047,619,681","26,968","175,078,430","5,691","13,209,676",310,"985,253",641,"1,414,619","3,538","13,840,147",94,"735,878",13,"8,049",26,"576,914","14,959","4,079,975",294,"112,141","1,152","1,338,879","1,144","571,769","29,236","1,191,727,490","10,285","26,582,298","3,385","4,308,600","19,936","6,804,912","2,093","4,282,524","18,334","17,608,366","23,665","59,586,700",402,"176,648",266,"186,941",82,"114,270","7,635","1,777,015","13,274","2,507,983","25,053","65,674,223",674,"13,453,226",769,"1,877,062",107,"1,368,452","1,050","19,256,145",316,"752,665",789,"13,843,714",19,"150,333",244,"1,443,984",322,"1,088,155",322,"129,199",400,"2,586,324",319,"2,847,228",309,"1,558,631",249,"547,611",276,"138,572","1,348","20,737,808","1,281","15,907,021",589,"2,048,288","1,357","10,790,267",214,"1,060,021","1,148","-9,067,789","1,363","-8,007,768",222,"645,287",87,"511,464",52,"256,501",754,"1,056,811","3,538","185,151,321","3,412","110,087,008","3,586","74,371,988","3,199","8,276,764",2,620,"2,436","334,440","29,198","12,333,169",952,"36,164","7,398","202,079,100",2,"10,197",514,"2,853,578","8,229","6,858","2,626,829","1,220","252,941",474,"11,288"
Male,Taxable,c. 25 - 29,"h. $40,001 to $45,000","c. $37,001 to $80,000","52,263","52,263","2,222,725,533","52,250","281,024,393","47,838","38,824,732",14,"7,951","47,838","38,827,102","52,263","298,720,248",545,"1,730,441","49,120","2,124,364,957","48,942","374,974,503","10,662","20,833,267",553,"1,881,357","1,044","2,407,476","4,438","15,643,605",157,"1,163,354",19,"54,279",21,"443,661","27,742","7,312,516",509,"157,285","2,094","1,950,101","2,088","832,359","52,263","2,353,017,050","20,503","52,620,792","6,742","9,219,444","37,404","13,133,039","3,736","7,623,382","34,645","35,913,066","43,746","118,509,723",754,"346,071",490,"178,363",153,"145,621","14,877","3,589,713","25,343","4,776,312","46,012","129,986,202","1,257","26,337,000","1,422","3,139,629",154,"1,279,161","1,518","24,856,061",468,"582,515","1,281","25,465,451",50,"441,017",467,"2,594,555",514,"2,063,121",514,"276,645",662,"5,419,736",555,"4,633,875",480,"2,997,185",381,"853,840",433,"293,366","2,528","38,017,163","2,453","29,489,809","1,080","3,648,792","2,557","20,342,420",447,"1,964,684","2,118","-17,423,583","2,567","-15,458,899",479,"1,411,671",129,"719,693",110,"607,650","1,455","1,800,186","5,783","334,791,349","5,529","205,695,068","5,817","127,728,894","5,136","17,259,950",0,0,"3,811","654,519","52,207","18,901,955","1,557","136,066","12,743","344,375,969",4,"11,707",657,"3,344,252","15,299","12,993","4,951,559","2,196","429,662",900,"14,207"
Male,Taxable,c. 25 - 29,"i. $45,001 to $50,000","c. $37,001 to $80,000","54,947","54,947","2,610,631,818","54,930","384,113,890","51,652","47,714,022",21,"14,139","51,652","47,721,593","54,947","413,858,464",767,"2,439,586","52,367","2,546,864,685","52,235","482,037,732","11,642","23,137,417",628,"2,440,083","1,160","2,770,401","2,840","9,253,987",125,"800,033",36,"59,830",42,"1,349,922","30,524","9,026,560",613,"142,180","2,738","2,350,652","2,720","1,004,325","54,947","2,759,211,234","23,636","60,564,245","7,679","10,579,900","40,696","14,442,471","3,856","7,912,648","38,583","41,808,184","47,529","135,307,448",940,"405,507",562,"464,071",175,"131,244","17,118","4,095,840","27,398","5,244,654","49,519","148,296,014","1,228","23,761,640","1,815","3,798,711",160,"2,845,113","1,584","23,002,648",591,"728,165","1,099","23,216,904",49,"415,965",481,"2,526,727",608,"1,968,443",608,"321,890",763,"5,444,446",710,"5,329,218",504,"2,406,611",413,"801,631",450,"308,394","2,947","43,645,596","2,873","32,969,602","1,298","4,097,830","2,985","23,266,794",498,"1,895,299","2,494","-18,583,929","2,995","-16,688,630",446,"1,244,778",133,"520,684",83,"421,633","1,745","2,215,604","5,143","270,846,604","4,927","152,121,186","5,201","117,321,635","4,509","18,645,615",3,913,"3,384","733,502","54,906","15,775,670","1,691","181,879","13,392","364,689,245",4,"22,848",459,"2,340,088","17,937","15,352","5,941,496","2,548","512,086","1,146","17,034"
Male,Taxable,c. 25 - 29,"j. $50,001 to $55,000","c. $37,001 to $80,000","55,269","55,269","2,901,276,626","55,263","475,858,523","51,776","53,413,614",36,"23,019","51,776","53,434,611","55,269","515,482,195","2,806","7,378,577","53,095","2,853,894,355","52,989","580,822,832","12,330","26,393,585",681,"2,578,160","1,187","3,187,529","1,852","5,429,242",80,"323,670",74,"100,019",76,"3,086,452","32,146","9,686,561",789,"174,173","3,161","2,952,137","3,148","1,261,283","55,269","3,062,983,011","25,297","65,968,928","8,359","11,886,610","41,250","14,649,690","4,013","8,137,789","40,615","47,162,184","48,570","147,805,201",991,"451,127",598,"226,827",222,"135,694","18,117","4,470,819","28,761","5,513,775","50,427","161,401,002","1,354","24,200,220","2,053","4,559,703",146,"2,136,385","1,827","29,875,288",715,"1,441,726",923,"20,007,905",46,"248,755",515,"2,692,463",744,"2,729,749",744,"486,813",969,"6,092,989",882,"8,388,777",564,"2,042,886",493,"703,146",521,"271,780","3,222","47,406,975","3,153","36,135,284","1,468","4,776,823","3,262","24,902,361",532,"1,871,231","2,744","-20,278,724","3,278","-18,407,493",452,"1,180,826",133,"561,225",92,"450,411","1,976","2,315,732","4,631","252,843,687","4,488","141,590,565","4,708","110,109,432","4,007","19,639,405",3,"8,541","3,005","754,696","55,242","11,744,302","1,734","189,696","14,018","386,789,329",4,"14,151",333,"1,595,047","19,475","16,735","6,610,901","2,733","538,695","1,212","18,427"
Male,Taxable,c. 25 - 29,"k. $55,001 to $60,000","c. $37,001 to $80,000","46,706","46,706","2,683,419,647","46,696","477,288,499","44,266","50,387,669",54,"40,398","44,266","50,427,428","46,706","519,276,764","11,094","26,837,270","45,026","2,653,790,691","44,950","579,769,806","11,567","24,795,479",612,"2,883,586","1,090","3,174,922","1,079","2,896,919",34,"194,830",97,"68,245",104,"4,234,614","28,527","9,817,651",853,"225,167","3,071","2,589,456","3,065","1,106,256","46,706","2,831,236,728","21,856","58,704,083","7,822","12,067,193","34,793","12,429,922","3,599","7,826,386","35,285","44,260,033","41,465","135,287,617",983,"461,015",613,"302,332",223,"158,934","16,135","3,865,024","24,421","4,930,956","43,073","147,636,807","1,306","22,866,070","2,248","4,967,764",120,"1,887,973","1,530","21,969,708",661,"686,899",735,"16,793,523",50,"627,158",431,"2,135,345",771,"2,455,339",771,"476,174",976,"6,757,853",816,"7,413,979",603,"2,323,544",523,"463,801",548,"316,891","3,195","48,257,183","3,137","36,487,360","1,462","4,691,796","3,238","24,961,299",529,"2,040,259","2,718","-19,923,531","3,247","-17,883,272",426,"1,309,405",143,"468,884",81,"430,405","1,862","2,177,617","3,782","211,167,340","3,625","116,765,884","3,850","92,858,900","3,243","18,103,898",3,"2,987","2,444","706,912","46,682","6,451,373","1,558","205,679","11,280","316,866,677",4,"7,197",182,"923,092","18,379","15,931","6,383,935","2,606","551,754","1,191","27,879"
Male,Taxable,c. 25 - 29,"l. $60,001 to $70,000","c. $37,001 to $80,000","79,010","79,010","5,120,549,531","78,997","996,382,880","74,545","95,920,502",194,"131,344","74,552","96,044,318","79,010","1,085,861,021","21,308","66,794,732","76,455","5,081,639,000","76,362","1,207,996,014","22,514","54,080,689","1,077","5,067,185","2,007","7,167,207","1,212","3,088,429",61,"381,623",102,"82,597",107,"3,967,401","50,596","19,506,343","1,844","350,261","6,387","6,111,439","6,355","2,599,617","79,010","5,398,637,170","39,288","108,678,474","14,830","23,455,909","58,143","21,242,031","6,312","13,686,176","61,969","87,226,124","70,688","254,288,714","1,935","799,785","1,014","657,079",468,"420,152","29,065","7,357,722","41,813","8,812,640","73,331","277,646,959","2,839","44,275,275","4,773","12,764,482",222,"3,886,098","3,015","45,111,818","1,356","1,870,577","1,053","25,703,313",92,"1,120,060",808,"4,582,952","1,527","4,990,884","1,526","1,051,323","1,996","11,258,101","1,783","13,996,121","1,319","4,310,005","1,192","1,486,904","1,229","671,960","6,467","96,391,956","6,337","72,962,077","2,996","9,204,212","6,577","50,908,933","1,063","3,811,848","5,531","-40,498,424","6,599","-36,686,576",855,"2,687,269",289,"1,177,050",146,"938,681","3,723","4,295,971","5,979","374,258,597","5,812","216,220,112","6,117","155,666,621","4,991","33,359,660",6,936,"3,909","1,359,019","54,882","2,797,555","2,816","434,598","21,618","594,773,828",5,"15,492",231,"999,183","34,899","30,812","12,966,226","4,701","1,042,650","2,438","97,592"
Male,Taxable,c. 25 - 29,"m. $70,001 to $80,000","c. $37,001 to $80,000","60,412","60,412","4,519,476,805","60,401","958,066,663","56,582","84,113,556",547,"394,775","56,592","84,505,583","60,412","1,038,615,240","16,816","72,515,876","58,495","4,439,658,535","58,395","1,144,129,726","18,662","57,196,761","1,005","5,828,630","1,744","7,648,233",565,"1,388,797",15,"69,202",95,"69,094",102,"3,584,812","40,224","17,997,596","1,736","420,558","6,118","7,275,403","6,092","3,106,812","60,412","4,750,289,105","30,176","86,697,245","12,196","21,793,884","43,594","15,664,742","5,128","11,906,931","48,350","73,981,218","54,264","210,044,020","1,665","769,846",897,"600,498",471,"425,146","23,541","6,346,818","31,591","7,111,500","56,343","230,535,321","2,847","41,567,139","4,426","14,193,367",246,"7,368,416","3,711","81,122,181","1,676","5,306,344",732,"17,468,830",78,"720,124",584,"2,830,892","1,617","7,877,729","1,617","1,842,924","2,046","16,920,872","1,674","15,849,372","1,279","4,321,620","1,186","1,208,144","1,203","829,792","5,975","92,468,928","5,843","68,361,547","2,821","8,893,738","6,065","47,008,517","1,054","4,566,521","5,032","-36,361,395","6,091","-31,794,874",703,"2,341,755",204,"892,276",118,"1,075,206","3,356","4,107,733","4,100","290,909,500","3,968","177,786,179","4,217","111,750,003","3,408","26,090,436",8,709,"2,916","1,234,783",0,0,"2,439","453,885","17,129","440,773,617",2,"9,269",127,"445,638","31,422","27,782","12,103,615","4,704","1,073,222","3,126","231,011"
Male,Taxable,c. 25 - 29,"n. $80,001 to $87,000","d. $80,001 to $180,000","30,097","30,097","2,506,912,067","30,095","564,784,711","28,610","47,377,370",606,"483,239","28,623","47,859,888","30,097","610,113,131","7,659","40,523,312","29,064","2,439,722,895","28,997","664,471,708","9,644","35,409,644",587,"3,987,700","1,083","5,494,385",259,"729,262",10,"72,329",74,"73,903",77,"2,532,187","20,321","10,539,830","1,116","280,070","3,619","5,320,186","3,605","2,275,345","30,097","2,631,158,027","14,832","46,008,366","6,558","13,201,429","21,411","7,640,499","2,615","6,193,441","24,175","39,522,894","26,976","112,566,629",907,"443,772",462,"228,830",266,"268,914","11,846","3,428,144","15,968","3,768,400","28,062","124,039,988","1,891","27,568,738","2,532","8,088,665",164,"4,293,401","2,194","52,906,370","1,018","3,140,715",307,"8,597,115",44,"568,347",318,"1,764,132",990,"5,392,612",990,"1,313,339","1,270","11,639,058","1,056","9,763,072",816,"2,950,496",759,"776,343",764,"550,362","3,396","54,297,973","3,306","39,391,873","1,646","5,116,846","3,442","28,041,441",637,"2,657,245","2,820","-20,909,432","3,458","-18,252,187",416,"1,534,080",123,"463,155",79,"670,863","1,807","2,634,823","2,136","162,758,048","2,084","97,495,235","2,212","64,022,729","1,738","15,810,055",5,"8,176","1,478","746,616",0,0,"1,439","464,873","7,809","191,601,953",1,"1,626",39,"115,381","17,504","15,539","6,937,735","2,997","703,681","2,411","278,973"
Male,Taxable,c. 25 - 29,"o. $87,001 to $90,000","d. $80,001 to $180,000","10,567","10,567","935,403,512","10,567","218,746,288","10,131","17,855,658",382,"309,180","10,140","18,163,388","10,567","235,731,011","2,637","15,751,756","10,264","916,862,422","10,247","258,111,568","3,417","14,507,330",195,"1,295,749",413,"2,186,890",80,"174,483",7,"35,091",17,"12,033",19,"759,013","7,118","3,959,130",463,"171,797","1,335","2,289,675","1,329","978,524","10,567","983,249,692","5,478","17,760,009","2,471","5,384,574","7,583","2,754,394",998,"2,464,659","8,684","15,135,077","9,598","43,498,713",368,"173,133",186,"152,978",111,"109,670","4,305","1,316,681","5,738","1,505,344","9,968","47,814,953",675,"9,983,979",907,"3,296,322",47,"1,104,924",715,"15,589,395",370,"1,128,452",109,"3,522,024",11,"143,199",108,"606,651",374,"2,506,775",374,"631,183",491,"5,453,347",410,"3,487,500",328,"1,593,421",291,"481,492",316,"384,405","1,265","20,005,513","1,233","14,409,540",610,"1,828,505","1,287","10,052,243",247,"1,266,957","1,042","-7,551,732","1,289","-6,284,775",159,"710,344",59,"208,968",21,"202,366",694,"849,229",700,"54,064,033",676,"33,460,876",719,"20,390,112",565,"5,252,343",0,0,500,"249,257",0,0,535,"230,628","2,713","67,295,536",0,0,18,"43,754","6,319","5,565","2,463,667","1,210","255,090","1,127","165,328"
